nSub,nARC,thARC,T_mean,T_SD
2.75,1.25,0.6,0.80739208,0.007262649
2.75,1.25,0.8,0.825274357,0.011811599
2.75,1.25,1,0.845754,0.016358858
2.75,1.5,0,0.782221032,1.97E-07
2.75,1.5,0.2,0.787952316,0.00173884
2.75,1.5,0.4,0.804790603,0.006759705
2.75,1.5,0.6,0.831552275,0.014190543
2.75,1.5,0.8,0.865701124,0.022601061
2.75,1.5,1,0.902948473,0.02931757
2.75,1.75,0,0.782221032,1.97E-07
2.75,1.75,0.2,0.790219305,0.002433163
2.75,1.75,0.4,0.813549274,0.009323666
2.75,1.75,0.6,0.84985544,0.019072182
2.75,1.75,0.8,0.893854736,0.028465817
2.75,1.75,1,0.937072886,0.032285171
2.75,2,0,0.782221032,1.97E-07
2.75,2,0.2,0.791398074,0.002774642
2.75,2,0.4,0.817730799,0.010359412
2.75,2,0.6,0.856994643,0.020030961
2.75,2,0.8,0.900515325,0.02675335
2.75,2,1,0.936207225,0.024034751
2.75,2.25,0,0.782221032,1.97E-07
2.75,2.25,0.2,0.790882457,0.002579404
2.75,2.25,0.4,0.815056872,0.009241576
2.75,2.25,0.6,0.848683638,0.016358849
2.75,2.25,0.8,0.881323785,0.018345275
2.75,2.25,1,0.901019674,0.012221819
2.75,2.5,0,0.782221032,1.97E-07
2.75,2.5,0.2,0.788040419,0.001701946
2.75,2.5,0.4,0.803638772,0.005603576
2.75,2.5,0.6,0.823258917,0.008768313
2.75,2.5,0.8,0.838946077,0.008363915
2.75,2.5,1,0.84461137,0.003710952
2.75,2.75,0,0.782221032,1.97E-07
2.75,2.75,0.2,0.782232496,9.00E-05
2.75,2.75,0.4,0.782394855,0.00041864
2.75,2.75,0.6,0.782401781,0.000612097
2.75,2.75,0.8,0.782218936,4.52E-06
2.75,2.75,1,0.782219284,3.00E-06
2.75,3,0,0.782221032,1.97E-07
2.75,3,0.2,0.772891542,0.002826106
2.75,3,0.4,0.751364196,0.007909391
2.75,3,0.6,0.730502972,0.009086377
2.75,3,0.8,0.720709562,0.003679427
2.75,3,1,0.725924441,0.009393913
3,1,0,0.750002116,2.45E-05
3,1,0.2,0.750001954,7.67E-05
3,1,0.4,0.750019493,0.000102645
3,1,0.6,0.750039936,7.50E-05
3,1,0.8,0.750159634,0.000348309
3,1,1,0.750129086,0.0003451
3,1.25,0,0.750002116,2.45E-05
3,1.25,0.2,0.753048186,0.000868742
3,1.25,0.4,0.762026099,0.003528906
3,1.25,0.6,0.776441546,0.007503472
3,1.25,0.8,0.79521162,0.012472253
3,1.25,1,0.81686283,0.017372724
3,1.5,0,0.750002116,2.45E-05
3,1.5,0.2,0.756146373,0.001823495
3,1.5,0.4,0.774282355,0.007177819
3,1.5,0.6,0.803272552,0.015412084
3,1.5,0.8,0.840581932,0.02481293
3,1.5,1,0.881786185,0.032495474
3,1.75,0,0.750002116,2.45E-05
3,1.75,0.2,0.758913467,0.002652689
3,1.75,0.4,0.785112877,0.010420482
3,1.75,0.6,0.826332794,0.021772224
3,1.75,0.8,0.877206341,0.033115663
3,1.75,1,0.928083226,0.038182875
3,2,0,0.750002116,2.45E-05
3,2,0.2,0.76089152,0.003239402
3,2,0.4,0.792523227,0.012481531
3,2,0.6,0.840574482,0.024850526
3,2,0.8,0.895319641,0.033952703
3,2,1,0.940801139,0.03236213
3,2.25,0,0.750002116,2.45E-05
3,2.25,0.2,0.761561162,0.003433487
3,2.25,0.4,0.794369163,0.012662498
3,2.25,0.6,0.841331348,0.023318864
3,2.25,0.8,0.888501782,0.026961065
3,2.25,1,0.917571288,0.018191082
3,2.5,0,0.750002116,2.45E-05
3,2.5,0.2,0.76035629,0.003018014
3,2.5,0.4,0.788680463,0.010533126
3,2.5,0.6,0.825859171,0.017294362
3,2.5,0.8,0.856820765,0.016668935
3,2.5,1,0.868131531,0.007513915
3,2.75,0,0.750002116,2.45E-05
3,2.75,0.2,0.756700559,0.001847714
3,2.75,0.4,0.774087654,0.006011285
3,2.75,0.6,0.794426715,0.00837035
3,2.75,0.8,0.807604991,0.00618117
3,2.75,1,0.807854404,0.005667606
3,3,0,0.750002116,2.45E-05
3,3,0.2,0.750058206,0.000206107
3,3,0.4,0.7501487,0.000471325
3,3,0.6,0.749998535,2.18E-06
3,3,0.8,0.749998394,9.55E-07
3,3,1,0.749999146,1.38E-06
3.25,1,0,0.719728752,7.08E-05
3.25,1,0.2,0.719745992,0.000136511
3.25,1,0.4,0.719794882,0.000214172
3.25,1,0.6,0.719844287,0.000289233
3.25,1,0.8,0.7198597,
3.25,1,1,0.719857563,0.00044376
3.25,1.25,0,0.719728752,7.08E-05
3.25,1.25,0.2,0.722880843,0.000841317
3.25,1.25,0.4,0.732163359,0.003558285
3.25,1.25,0.6,0.747001975,0.007750603
3.25,1.25,0.8,0.766447256,0.012886907
3.25,1.25,1,0.789009679,0.017985501
3.25,1.5,0,0.719728752,7.08E-05
3.25,1.5,0.2,0.726183754,0.001855233
3.25,1.5,0.4,0.745276598,0.00745773
3.25,1.5,0.6,0.775886779,0.016300084
3.25,1.5,0.8,0.815680498,0.026537624
3.25,1.5,1,0.86008066,0.035055823
3.25,1.75,0,0.719728752,7.08E-05
3.25,1.75,0.2,0.729331096,0.002834769
3.25,1.75,0.4,0.757684925,0.011233692
3.25,1.75,0.6,0.802773695,0.02390847
3.25,1.75,0.8,0.859345665,0.036982507
3.25,1.75,1,0.91649003,0.044403117
3.25,2,0,0.719728752,7.08E-05
3.25,2,0.2,0.731941589,0.003558441
3.25,2,0.4,0.767664879,0.014086187
3.25,2,0.6,0.82295955,0.028838503
3.25,2,0.8,0.887194832,0.041296372
3.25,2,1,0.942073565,0.039162704
3.25,2.25,0,0.719728752,7.08E-05
3.25,2.25,0.2,0.7335482,0.004005663
3.25,2.25,0.4,0.773212418,0.015439624
3.25,2.25,0.6,0.831605573,0.029392889
3.25,2.25,0.8,0.891697015,0.036162795
3.25,2.25,1,0.929979284,0.023951354
3.25,2.5,0,0.719728752,7.08E-05
3.25,2.5,0.2,0.733653891,0.003985725
3.25,2.5,0.4,0.772383761,0.01469556
3.25,2.5,0.6,0.825180846,0.02511142
3.25,2.5,0.8,0.870697274,0.02479112
3.25,2.5,1,0.88750993,0.01133171
3.25,2.75,0,0.719728752,7.08E-05
3.25,2.75,0.2,0.731750653,0.003322249
3.25,2.75,0.4,0.763622609,0.011557502
3.25,2.75,0.6,0.802453499,0.01793789
3.25,2.75,0.8,0.829103124,0.012443252
3.25,2.75,1,0.829621848,0.011440152
3.25,3,0,0.719728752,7.08E-05
3.25,3,0.2,0.727304709,0.001911465
3.25,3,0.4,0.746086055,0.006234581
3.25,3,0.6,0.765976253,0.008470781
3.25,3,0.8,0.775792903,0.003881159
3.25,3,1,0.770518246,0.009533726
3.5,1,0,0.691387361,0.000133257
3.5,1,0.2,0.691453919,0.000236394
3.5,1,0.4,0.691499491,0.000352115
3.5,1,0.6,0.691488909,0.000395497
3.5,1,0.8,0.691495122,0.000502416
3.5,1,1,0.691528945,0.000602421
3.5,1.25,0,0.691387361,0.000133257
3.5,1.25,0.2,0.694640796,0.00076054
3.5,1.25,0.4,0.704057002,0.003527387
3.5,1.25,0.6,0.719192893,0.007860144
3.5,1.25,0.8,0.739121856,0.01311877
3.5,1.25,1,0.762120215,0.019096652
3.5,1.5,0,0.691387361,0.000133257
3.5,1.5,0.2,0.698089605,0.001781924
3.5,1.5,0.4,0.717781043,0.007689029
3.5,1.5,0.6,0.749621852,0.016905738
3.5,1.5,0.8,0.791161358,0.02847723
3.5,1.5,1,0.838032386,
3.5,1.75,0,0.691387361,0.000133257
3.5,1.75,0.2,0.701527958,0.002809209
3.5,1.75,0.4,0.731427603,0.011849397
3.5,1.75,0.6,0.779557224,0.025608085
3.5,1.75,0.8,0.840571414,0.041062327
3.5,1.75,1,0.903535044,0.049013534
3.5,2,0,0.691387361,0.000133257
3.5,2,0.2,0.70459498,0.003790111
3.5,2,0.4,0.743450846,0.015401315
3.5,2,0.6,0.804524523,0.032800587
3.5,2,0.8,0.877330993,0.047096051
3.5,2,1,0.940500894,0.045397777
3.5,2.25,0,0.691387361,0.000133257
3.5,2.25,0.2,0.706923345,0.004467656
3.5,2.25,0.4,0.752055154,0.017690049
3.5,2.25,0.6,0.819984111,0.035486435
3.5,2.25,0.8,0.892240882,0.04382978
3.5,2.25,1,0.938920119,0.029454887
3.5,2.5,0,0.691387361,0.000133257
3.5,2.5,0.2,0.708063044,0.00476357
3.5,2.5,0.4,0.755341132,0.018164695
3.5,2.5,0.6,0.82168344,0.033174997
3.5,2.5,0.8,0.881202451,0.032652689
3.5,2.5,1,0.903348825,0.015124495
3.5,2.75,0,0.691387361,0.000133257
3.5,2.75,0.2,0.707542616,0.004542483
3.5,2.75,0.4,0.751652427,0.016362387
3.5,2.75,0.6,0.807639845,0.026318207
3.5,2.75,0.8,0.847270118,0.01874797
3.5,2.75,1,0.848024277,0.017195577
3.5,3,0,0.691387361,0.000133257
3.5,3,0.2,0.704893744,0.003662954
3.5,3,0.4,0.7396526,0.01293201
3.5,3,0.6,0.778764742,0.016863903
3.5,3,0.8,0.798470695,0.007899959
3.5,3,1,0.787933662,0.019044447
3.75,1,0,0.664949154,0.000291448
3.75,1,0.2,0.664953177,0.000333682
3.75,1,0.4,0.664954482,0.00039152
3.75,1,0.6,0.664966872,0.000483471
3.75,1,0.8,0.664992987,0.00059819
3.75,1,1,0.665033562,0.000719717
3.75,1.25,0,0.664949154,0.000291448
3.75,1.25,0.2,0.66816071,0.000665277
3.75,1.25,0.4,0.677663236,0.003498996
3.75,1.25,0.6,0.692999098,0.007851786
3.75,1.25,0.8,0.713058446,0.013890773
3.75,1.25,1,0.736642867,0.019480725
3.75,1.5,0,0.664949154,0.000291448
3.75,1.5,0.2,0.671702718,0.001755063
3.75,1.5,0.4,0.691836186,0.007786824
3.75,1.5,0.6,0.724414579,0.017918437
3.75,1.5,0.8,0.767532357,0.029550569
3.75,1.5,1,0.816415082,0.039774669
3.75,1.75,0,0.664949154,0.000291448
3.75,1.75,0.2,0.675348245,0.002877031
3.75,1.75,0.4,0.706425826,0.012283032
3.75,1.75,0.6,0.756769593,0.027596305
3.75,1.75,0.8,0.821722841,0.043840404
3.75,1.75,1,0.88949346,0.053012966
3.75,2,0,0.664949154,0.000291448
3.75,2,0.2,0.678787155,0.003919472
3.75,2,0.4,0.720098113,0.016385032
3.75,2,0.6,0.785982859,0.035643256
3.75,2,0.8,0.866045142,0.0521873
3.75,2,1,0.93667943,0.051087633
3.75,2.25,0,0.664949154,0.000291448
3.75,2.25,0.2,0.681691862,0.004794208
3.75,2.25,0.4,0.7310619,0.020092801
3.75,2.25,0.6,0.807363672,0.040200022
3.75,2.25,0.8,0.890431992,0.050887711
3.75,2.25,1,0.944962514,0.034678469
3.75,2.5,0,0.664949154,0.000291448
3.75,2.5,0.2,0.683666998,0.005362153
3.75,2.5,0.4,0.737797275,0.021702686
3.75,2.5,0.6,0.816418618,0.039774975
3.75,2.5,0.8,0.8888686,0.040209944
3.75,2.5,1,0.91609526,0.018768226
3.75,2.75,0,0.664949154,0.000291448
3.75,2.75,0.2,0.684298574,0.005501863
3.75,2.75,0.4,0.738473275,0.021217094
3.75,2.75,0.6,0.810284714,0.03422746
3.75,2.75,0.8,0.862469627,0.024983966
3.75,2.75,1,0.863451344,0.022905185
3.75,3,0,0.664949154,0.000291448
3.75,3,0.2,0.683139478,0.00506957
3.75,3,0.4,0.731743397,0.018405946
3.75,3,0.6,0.788808154,0.025073072
3.75,3,0.8,0.818337841,0.011997071
3.75,3,1,0.802622431,0.028468375
4,1,0,0.640125209,0.000350936
4,1,0.2,0.64012682,0.000411753
4,1,0.4,0.640143908,0.000509277
4,1,0.6,0.640173308,0.000606475
4,1,0.8,0.639999269,1.92E-06
4,1,1,0.640000831,1.78E-06
4,1.25,0,0.640125209,0.000350936
4,1.25,0.2,0.643359986,0.000599753
4,1.25,0.4,0.652914342,0.003395282
4,1.25,0.6,0.668182537,0.008423196
4,1.25,0.8,0.688562665,0.014021124
4,1.25,1,0.71241629,0.019715986
4,1.5,0,0.640125209,0.000350936
4,1.5,0.2,0.646978174,0.001706311
4,1.5,0.4,0.667400469,0.00784214
4,1.5,0.6,0.700571057,0.018301675
4,1.5,0.8,0.744756594,0.030355959
4,1.5,1,0.795226048,0.041167307
4,1.75,0,0.640125209,0.000350936
4,1.75,0.2,0.650779655,0.002875727
4,1.75,0.4,0.682572665,0.013126174
4,1.75,0.6,0.7348248,0.028661954
4,1.75,0.8,0.802880068,0.046144728
4,1.75,1,0.874731218,0.056455085
4,2,0,0.640125209,0.000350936
4,2,0.2,0.654509957,0.004021163
4,2,0.4,0.697539038,0.017752995
4,2,0.6,0.767465252,0.037998174
4,2,0.8,0.853762005,0.056656778
4,2,1,0.931078266,0.056254547
4,2.25,0,0.640125209,0.000350936
4,2.25,0.2,0.657872221,0.005031153
4,2.25,0.4,0.710692919,0.021666446
4,2.25,0.6,0.793958215,0.044288925
4,2.25,0.8,0.886738953,0.057369039
4,2.25,1,0.948572908,0.039584182
4,2.5,0,0.640125209,0.000350936
4,2.5,0.2,0.660521417,0.005818559
4,2.5,0.4,0.720345492,0.02421581
4,2.5,0.6,0.809600828,0.045727225
4,2.5,0.8,0.894103729,0.047396302
4,2.5,1,0.926212548,0.022431857
4,2.75,0,0.640125209,0.000350936
4,2.75,0.2,0.662082507,0.006231469
4,2.75,0.4,0.724810212,0.024880186
4,2.75,0.6,0.810833285,0.041645605
4,2.75,0.8,0.875104315,0.031127013
4,2.75,1,0.876282701,0.028499674
4,3,0,0.640125209,0.000350936
4,3,0.2,0.662165345,0.006175056
4,3,0.4,0.722617766,0.023273801
4,3,0.6,0.796489749,0.033035661
4,3,0.8,0.835694432,0.016101983
4,3,1,0.814892162,0.037649833
4.25,1,0,0.616913936,0.000425073
4.25,1,0.2,0.616930424,0.000514578
4.25,1,0.4,0.616963197,0.00063581
4.25,1,0.6,0.616778801,1.51E-06
4.25,1,0.8,0.61678078,6.48E-06
4.25,1,1,0.616783343,8.68E-06
4.25,1.25,0,0.616913936,0.000425072
4.25,1.25,0.2,0.62015372,0.000524005
4.25,1.25,0.4,0.629728454,0.003314755
4.25,1.25,0.6,0.64498813,0.008448882
4.25,1.25,0.8,0.665438569,0.01408619
4.25,1.25,1,0.68945245,0.019870285
4.25,1.5,0,0.616913936,0.000425072
4.25,1.5,0.2,0.62382019,0.001629412
4.25,1.5,0.4,0.644238905,0.008447376
4.25,1.5,0.6,0.677942292,0.01854598
4.25,1.5,0.8,0.722895912,0.030957792
4.25,1.5,1,0.774587523,0.042269979
4.25,1.75,0,0.616913936,0.000425073
4.25,1.75,0.2,0.627734807,0.002825406
4.25,1.75,0.4,0.660089389,0.013407691
4.25,1.75,0.6,0.713696033,0.029511166
4.25,1.75,0.8,0.78423578,0.04803778
4.25,1.75,1,0.859547085,0.059427308
4.25,2,0,0.616913936,0.000425073
4.25,2,0.2,0.631685851,0.00405203
4.25,2,0.4,0.676090129,0.018409717
4.25,2,0.6,0.749157528,
4.25,2,0.8,0.840793826,0.060552459
4.25,2,1,0.924073164,0.06090274
4.25,2.25,0,0.616913936,
4.25,2.25,0.2,0.635408432,0.005186929
4.25,2.25,0.4,0.690918219,0.022899702
4.25,2.25,0.6,0.780062513,0.04782438
4.25,2.25,0.8,0.881526949,0.063281229
4.25,2.25,1,0.950130016,0.04419662
4.25,2.5,0,0.616913936,0.000425073
4.25,2.5,0.2,0.638602088,0.006148711
4.25,2.5,0.4,0.703033232,0.026305217
4.25,2.5,0.6,0.801601579,0.051087484
4.25,2.5,0.8,0.897298618,0.05421738
4.25,2.5,1,0.933976272,0.025924104
4.25,2.75,0,0.616913936,0.000425073
4.25,2.75,0.2,0.640767122,0.007395586
4.25,2.75,0.4,0.710779568,0.028031023
4.25,2.75,0.6,0.809645908,0.048556108
4.25,2.75,0.8,0.885461387,0.037079282
4.25,2.75,1,0.886850324,0.034005095
4.25,3,0,0.616913936,0.000425073
4.25,3,0.2,0.641857853,0.007687236
4.25,3,0.4,0.712607729,0.027585398
4.25,3,0.6,0.802141208,0.040714756
4.25,3,0.8,0.850785697,0.020243945
4.25,3,1,0.825166704,0.046641333
4.5,1,0,0.595199531,0.000526224
4.5,1,0.2,0.595217343,0.000625671
4.5,1,0.4,0.595041509,2.24E-06
4.5,1,0.6,0.595040019,3.35E-06
4.5,1,0.8,0.595037938,3.11E-06
4.5,1,1,0.595035408,1.04E-05
4.5,1.25,0,0.595199531,0.000526224
4.5,1.25,0.2,0.598436402,0.000448285
4.5,1.25,0.4,0.607765991,0.003885654
4.5,1.25,0.6,0.623168768,0.008438004
4.5,1.25,0.8,0.64362424,0.014102035
4.5,1.25,1,0.667687647,0.019929282
4.5,1.5,0,0.595199531,0.000526224
4.5,1.5,0.2,0.602115292,0.001542351
4.5,1.5,0.4,0.62256591,0.008479188
4.5,1.5,0.6,0.656487499,0.018693412
4.5,1.5,0.8,0.701967147,0.03138258
4.5,1.5,1,0.754584119,0.043113701
4.5,1.75,0,0.595199531,0.000526224
4.5,1.75,0.2,0.605932142,0.003372474
4.5,1.75,0.4,0.638809738,0.013577189
4.5,1.75,0.6,0.693395808,0.030143904
4.5,1.75,0.8,0.765916026,0.049566924
4.5,1.75,1,0.844142481,0.061945187
4.5,2,0,0.595199531,0.000526224
4.5,2,0.2,0.610048385,0.004654115
4.5,2,0.4,0.655616742,0.018861533
4.5,2,0.6,0.731203193,
4.5,2,0.8,0.827388416,0.063944027
4.5,2,1,0.915989207,0.065127916
4.5,2.25,0,0.595199531,0.000526224
4.5,2.25,0.2,0.614055377,0.005902205
4.5,2.25,0.4,0.671824772,0.023911091
4.5,2.25,0.6,0.765893261,0.050859078
4.5,2.25,0.8,0.875142325,0.068687406
4.5,2.25,1,0.949964457,0.048419915
4.5,2.5,0,0.595199531,0.000526224
4.5,2.5,0.2,0.617685366,0.007026547
4.5,2.5,0.4,0.686013069,0.028063187
4.5,2.5,0.6,0.792693577,0.055889324
4.5,2.5,0.8,0.898758764,0.060638344
4.5,2.5,1,0.939778292,0.029117368
4.5,2.75,0,0.595199531,0.000526224
4.5,2.75,0.2,0.620633817,0.007924042
4.5,2.75,0.4,0.696589374,0.030733244
4.5,2.75,0.6,0.807030847,0.054977514
4.5,2.75,0.8,0.893814803,0.04288139
4.5,2.75,1,0.895289683,0.039529569
4.5,3,0,0.595199531,0.000526224
4.5,3,0.2,0.622570249,0.008485303
4.5,3,0.4,0.701973258,0.031391753
4.5,3,0.6,0.806047818,0.04808135
4.5,3,0.8,0.863889099,0.024372231
4.5,3,1,0.833525547,0.055349179
4.75,1,0,0.574853512,0.000645294
4.75,1,0.2,0.574668361,6.21E-07
4.75,1,0.4,0.574666424,2.08E-06
4.75,1,0.6,0.574667195,7.07E-06
4.75,1,0.8,0.574665797,5.44E-06
4.75,1,1,0.574666717,3.02E-06
4.75,1.25,0,0.574853512,0.000645294
4.75,1.25,0.2,0.577857792,0.000982313
4.75,1.25,0.4,0.58731239,0.00386285
4.75,1.25,0.6,0.602633932,0.008396978
4.75,1.25,0.8,0.623024846,0.014060379
4.75,1.25,1,0.647071534,0.019923942
4.75,1.5,0,0.574853512,0.000645294
4.75,1.5,0.2,0.581545449,0.002124347
4.75,1.5,0.4,0.602159043,0.008478426
4.75,1.5,0.6,0.636161368,0.018765237
4.75,1.5,0.8,0.681976331,0.031680292
4.75,1.5,1,0.735244744,0.043722827
4.75,1.75,0,0.574853512,0.000645294
4.75,1.75,0.2,0.585594343,0.003384005
4.75,1.75,0.4,0.618680008,0.013686515
4.75,1.75,0.6,0.67395486,0.030612494
4.75,1.75,0.8,0.748008974,0.050776042
4.75,1.75,1,0.828688207,0.064083621
4.75,2,0,0.574853512,0.000645294
4.75,2,0.2,0.589834163,0.00470672
4.75,2,0.4,0.636119562,0.019293251
4.75,2,0.6,0.713668166,0.042808436
4.75,2,0.8,0.813712994,0.066858751
4.75,2,1,0.907044397,0.068891017
4.75,2.25,0,0.574853512,0.000645294
4.75,2.25,0.2,0.594064335,0.00602908
4.75,2.25,0.4,0.653446123,0.024702687
4.75,2.25,0.6,0.751626437,0.053464768
4.75,2.25,0.8,0.867790004,0.073553828
4.75,2.25,1,0.948372449,0.052385736
4.75,2.5,0,0.574853512,0.000645294
4.75,2.5,0.2,0.598043933,0.007267311
4.75,2.5,0.4,0.669379121,0.029552668
4.75,2.5,0.6,0.783111929,0.060180555
4.75,2.5,0.8,0.898734752,0.0666249
4.75,2.5,1,0.943699494,0.031669461
4.75,2.75,0,0.574853512,0.000645294
4.75,2.75,0.2,0.601505419,0.008334529
4.75,2.75,0.4,0.6824021,0.03302857
4.75,2.75,0.6,0.803239209,0.060930914
4.75,2.75,0.8,0.900520375,0.048605153
4.75,2.75,1,0.902366646,0.045023556
4.75,3,0,0.574853512,0.000645294
4.75,3,0.2,0.604139473,0.009114044
4.75,3,0.4,0.690916439,0.034735762
4.75,3,0.6,0.808416902,0.055097693
4.75,3,0.8,0.875161497,0.028518983
4.75,3,1,0.840289421,0.063647337
5,1,0,0.55555556,6.99E-07
5,1,0.2,0.555552622,2.24E-06
5,1,0.4,0.555547573,5.81E-06
5,1,0.6,0.55547696,0.000216499
5,1,0.8,0.555545891,1.41E-05
5,1,1,0.555548343,5.23E-06
5,1.25,0,0.55555556,6.99E-07
5,1.25,0.2,0.558712934,0.000971715
5,1.25,0.4,0.568096878,0.003833682
5,1.25,0.6,0.583301145,0.00833813
5,1.25,0.8,0.603572088,0.01398536
5,1.25,1,0.627534817,0.019855874
5,1.5,0,0.55555556,6.99E-07
5,1.5,0.2,0.562393971,0.002112334
5,1.5,0.4,0.582932096,0.00845295
5,1.5,0.6,0.616902628,0.01877037
5,1.5,0.8,0.662872787,0.031821362
5,1.5,1,0.716619808,0.044184792
5,1.75,0,0.55555556,6.99E-07
5,1.75,0.2,0.566475269,0.003383554
5,1.75,0.4,0.599635461,0.013737816
5,1.75,0.6,0.655359874,0.030944283
5,1.75,0.8,0.730611203,0.051758644
5,1.75,1,0.813302714,0.065896661
5,2,0,0.55555556,6.99E-07
5,2,0.2,0.570805272,0.004736952
5,2,0.4,0.617546835,0.019581385
5,2,0.6,0.696635736,0.043832537
5,2,0.8,0.799953242,0.069395233
5,2,1,0.897441286,0.072231536
5,2.25,0,0.55555556,6.99E-07
5,2.25,0.2,0.575207765,0.006116926
5,2.25,0.4,0.635784781,0.025370783
5,2.25,0.6,0.737385292,0.055682635
5,2.25,0.8,0.859639687,0.077831114
5,2.25,1,0.945584411,0.056005747
5,2.5,0,0.55555556,6.99E-07
5,2.5,0.2,0.579467919,0.007448114
5,2.5,0.4,0.653173743,0.030749299
5,2.5,0.6,0.773041979,0.063994702
5,2.5,0.8,0.897478323,0.072259751
5,2.5,1,0.94637586,0.034265931
5,2.75,0,0.55555556,6.99E-07
5,2.75,0.2,0.583347773,0.008652861
5,2.75,0.4,0.66834625,0.03494196
5,2.75,0.6,0.798479012,
5,2.75,0.8,0.905553852,0.053666146
5,2.75,1,0.908635643,0.051368377
5,3,0,0.55555556,6.99E-07
5,3,0.2,0.586567496,0.009628977
5,3,0.4,0.679598909,0.037670348
5,3,0.6,0.809502153,0.061760915
5,3,0.8,0.884771551,0.032626541
5,3,1,0.845690091,0.07164273
1,3.25,0,0.999999424,2.02E-06
1,3.25,0.2,0.753270187,0.055287833
1,3.25,0.4,0.480501758,0.062284522
1,3.25,0.6,0.357186195,0.036009511
1,3.25,0.8,0.330716263,0.013711443
1,3.25,1,0.391596041,0.08122025
1.25,3.25,0,0.987770466,6.73E-05
1.25,3.25,0.2,0.794027123,0.046503099
1.25,3.25,0.4,0.546364222,0.060583347
1.25,3.25,0.6,0.421964635,0.037638195
1.25,3.25,0.8,0.394197282,0.0146783
1.25,3.25,1,0.456347733,0.081770135
1.5,3.25,0,0.960262193,0.000140003
1.5,3.25,0.2,0.812413408,0.037781974
1.5,3.25,0.4,0.59743947,0.055721086
1.5,3.25,0.6,0.478951234,0.037190672
1.5,3.25,0.8,0.451790526,0.014559912
1.5,3.25,1,0.510983996,0.078051969
1.75,3.25,0,0.926168254,0.000268068
1.75,3.25,0.2,0.816675745,0.029925239
1.75,3.25,0.4,0.636455631,0.048887089
1.75,3.25,0.6,0.528832382,0.034960294
1.75,3.25,0.8,0.503249062,0.013949989
1.75,3.25,1,0.557621106,0.071006769
2,3.25,0,0.889955599,0.000470766
2,3.25,0.2,0.806995027,0.021852768
2,3.25,0.4,0.665695735,0.040942012
2,3.25,0.6,0.572559183,0.031297206
2,3.25,0.8,0.549664409,0.012686023
