nSub,nARC,thARC,T_mean,T_SD
2,3.25,1,0.597172433,0.061476225
2.25,3.25,0,0.854026772,0.000772749
2.25,3.25,0.2,0.794377875,0.015803515
2.25,3.25,0.4,0.687034079,0.032580863
2.25,3.25,0.6,0.610772851,0.026603435
2.25,3.25,0.8,0.591433993,0.010909923
2.25,3.25,1,0.630554689,0.050500446
2.5,3.25,0,0.816326835,7.78E-07
2.5,3.25,0.2,0.778060004,
2.5,3.25,0.4,0.70207842,0.02425323
2.5,3.25,0.6,0.644082789,0.02099529
2.5,3.25,0.8,0.628666979,0.008760173
2.5,3.25,1,0.658830378,0.038510353
2.75,3.25,0,0.782221032,1.97E-07
2.75,3.25,0.2,0.759568183,0.006572566
2.75,3.25,0.4,0.711880115,0.015940135
2.75,3.25,0.6,0.673088736,0.014759484
2.75,3.25,0.8,0.66237183,0.006127364
2.75,3.25,1,0.682722239,0.025858637
3,3.25,0,0.750002116,2.45E-05
3,3.25,0.2,0.739969362,0.003171683
3,3.25,0.4,0.717543657,0.008032155
3,3.25,0.6,0.697996674,0.007179903
3,3.25,0.8,0.692615017,0.003187313
3,3.25,1,0.702842693,0.012948123
3.25,3.25,0,0.719728752,7.08E-05
3.25,3.25,0.2,0.719870683,0.000354365
3.25,3.25,0.4,0.71990477,0.00065185
3.25,3.25,0.6,0.71972178,1.48E-06
3.25,3.25,0.8,0.719722264,2.73E-06
3.25,3.25,1,0.719721872,1.01E-06
3.5,3.25,0,0.691387361,0.000133257
3.5,3.25,0.2,0.699674807,0.002041484
3.5,3.25,0.4,0.719402498,0.007009195
3.5,3.25,0.6,0.738446126,0.007368052
3.5,3.25,0.8,0.743985493,0.0033883
3.5,3.25,1,0.733790314,0.012787022
3.75,3.25,0,0.664949154,0.000291448
3.75,3.25,0.2,0.679771271,0.003962569
3.75,3.25,0.4,0.716959674,0.013474956
3.75,3.25,0.6,0.754510963,0.014828596
3.75,3.25,0.8,0.765674312,0.006907696
3.75,3.25,1,0.745442312,0.025339702
4,3.25,0,0.640125209,0.000350936
4,3.25,0.2,0.660353181,0.005513367
4,3.25,0.4,0.712834244,0.019404496
4,3.25,0.6,0.768225936,0.02229667
4,3.25,0.8,0.784997778,0.010515368
4,3.25,1,0.754996353,0.037537655
4.25,3.25,0,0.616913936,0.000425072
4.25,3.25,0.2,0.641343863,0.007461215
4.25,3.25,0.4,0.70737158,0.024806312
4.25,3.25,0.6,0.77982877,0.029688188
4.25,3.25,0.8,0.802202734,0.014199152
4.25,3.25,1,0.76282048,0.049286876
4.5,3.25,0,0.595199531,0.000526224
4.5,3.25,0.2,0.623146673,0.008593137
4.5,3.25,0.4,0.700865143,0.029709148
4.5,3.25,0.6,0.789579761,0.036980561
4.5,3.25,0.8,0.817451765,0.01790589
4.5,3.25,1,0.768996558,0.06059167
4.75,3.25,0,0.574853512,0.000645294
4.75,3.25,0.2,0.605641476,0.00952272
4.75,3.25,0.4,0.69353927,0.034131044
4.75,3.25,0.6,0.797675513,0.044111405
4.75,3.25,0.8,0.831040813,0.021872946
4.75,3.25,1,0.773769518,0.071561456
5,3.25,0,0.55555556,6.99E-07
5,3.25,0.2,0.588845891,0.010290959
5,3.25,0.4,0.685595038,0.038125896
5,3.25,0.6,0.804338293,0.051020264
5,3.25,0.8,0.842995274,0.025552747
5,3.25,1,0.777421371,0.081830107
1,3.5,0,0.999999424,2.02E-06
1,3.5,0.2,0.690806864,0.062885428
1,3.5,0.4,0.410458124,0.057929838
1,3.5,0.6,0.305207877,0.027250075
1,3.5,0.8,0.30068179,0.024600582
1,3.5,1,0.405663927,0.127461493
1.25,3.5,0,0.987770466,6.73E-05
1.25,3.5,0.2,0.739210721,0.0551232
1.25,3.5,0.4,0.474270814,0.058692712
1.25,3.5,0.6,0.364373152,0.029362251
1.25,3.5,0.8,0.359568388,0.026396321
1.25,3.5,1,0.465648758,0.126347449
1.5,3.5,0,0.960262193,0.000140003
1.5,3.5,0.2,0.765476304,0.046410074
1.5,3.5,0.4,0.52642877,0.056312211
1.5,3.5,0.6,0.417783485,0.029971948
1.5,3.5,0.8,0.412826926,0.027037843
1.5,3.5,1,0.514774251,0.119272652
1.75,3.5,0,0.926168254,0.000268068
1.75,3.5,0.2,0.777299195,0.038084404
1.75,3.5,0.4,0.568671603,0.051681816
1.75,3.5,0.6,0.466019072,0.029312835
1.75,3.5,0.8,0.461133511,0.026320294
1.75,3.5,1,0.555137261,0.108243931
2,3.5,0,0.8899556,0.000470766
2,3.5,0.2,0.774163069,0.029155358
2,3.5,0.4,0.602518776,0.045598747
2,3.5,0.6,0.509427778,0.027456751
2,3.5,0.8,0.504852079,0.024575541
2,3.5,1,0.588260118,0.094684993
2.25,3.5,0,0.854026772,0.000772749
2.25,3.5,0.2,0.767433846,0.022234508
2.25,3.5,0.4,0.629326925,0.038570937
2.25,3.5,0.6,0.548510224,0.024661583
2.25,3.5,0.8,0.544380005,0.021932249
2.25,3.5,1,0.615240889,0.079456067
2.5,3.5,0,0.816326835,7.77E-07
2.5,3.5,0.2,0.756173488,0.01628393
2.5,3.5,0.4,0.65027549,0.031078281
2.5,3.5,0.6,0.583654298,0.021033233
2.5,3.5,0.8,0.580132423,0.018529354
2.5,3.5,1,0.637492708,0.063462731
2.75,3.5,0,0.782221032,1.97E-07
2.75,3.5,0.2,0.74200527,0.011234735
2.75,3.5,0.4,0.666158388,0.023336159
2.75,3.5,0.6,0.615014094,0.016062674
2.75,3.5,0.8,0.612374067,0.014551378
2.75,3.5,1,0.655500877,0.04735562
4.25,3.5,0,0.616791908,7.54E-06
4.25,3.5,0.2,0.966400002,0.075558826
4.25,3.5,0.6,0.745849884,0.018305642
4.5,3.5,0,0.595047751,4.12E-06
4.5,3.5,0.2,0.607107754,0.007187722
4.5,3.5,0.6,0.730404552,0.028312828
4.5,3.5,1,0.77085058,0.008911244
4.75,3.5,0.8,0.777826224,0.028016334
1,3.75,0.2,0.627279468,0.068423067
1,3.75,1,0.446759831,0.189854189
1.25,3.75,0.4,0.410228936,0.054389701
1.25,3.75,0.8,0.338690474,0.044999454
2,3.75,0.4,0.540795719,0.047361229
2,3.75,0.6,0.454878854,0.02144582
2.25,3.75,0.6,0.579211041,0.012062805
2.5,3.75,1,0.632967654,0.090609362
3,3.75,0.8,0.600094584,0.022097119
3,3.75,1,0.652424324,0.051943279
3.75,3.75,1,0.664751633,0.000163099
4,3.75,0.8,0.670123741,0.006760795
2,4,0.4,0.482819295,0.046583876
2,4,0.6,0.409426782,0.015115872
2,4,0.8,0.457768962,0.066276476
2,4,1,0.624084875,0.163910039
2.25,4,0,0.854026772,0.000772749
2.25,4,0.2,0.699776368,0.035870853
2.25,4,0.4,0.514910137,0.042940196
2.25,4,0.6,0.446211,0.014590046
2.25,4,0.8,0.490977483,0.061120161
2.25,4,1,0.634761322,0.138954183
2.5,4,0,0.816326835,7.77E-07
2.5,4,0.2,0.699059315,0.028804387
2.5,4,0.4,0.542599266,0.038307344
2.5,4,0.6,0.480435843,0.013692627
2.5,4,0.8,0.520505829,0.054538416
2.5,4,1,0.641646903,0.115047234
2.75,4,0,0.782221032,1.97E-07
2.75,4,0.2,0.694250818,0.022482613
2.75,4,0.4,0.566331441,0.032903872
2.75,4,0.6,0.511990585,0.011722999
2.75,4,0.8,0.546750231,0.046828017
2.75,4,1,0.645643357,0.092433955
3,4,0,0.750002116,2.45E-05
3,4,0.2,0.686550717,0.016865613
3,4,0.4,0.586613124,0.027012532
3,4,0.6,0.541528815,0.009922433
3,4,0.8,0.570082719,0.038307006
3,4,1,0.647384229,0.071227527
3.25,4,0,0.719728752,7.08E-05
3.25,4,0.2,0.676675281,0.012006306
3.25,4,0.4,0.603608712,0.020041248
3.25,4,0.6,0.568965902,0.007817007
3.25,4,0.8,0.590811237,0.029198294
3.25,4,1,0.647476636,0.050569533
3.5,4,0,0.691387361,0.000133257
3.5,4,0.2,0.665327559,0.007650739
3.5,4,0.4,0.61804794,0.013431904
3.5,4,0.6,0.594435668,0.005438152
3.5,4,0.8,0.609202206,0.019701927
3.5,4,1,0.64600158,0.032018624
3.75,4,0,0.664949154,0.000291448
3.75,4,0.2,0.653062461,0.003908049
3.75,4,0.4,0.630082067,0.006723189
3.75,4,0.6,0.618072873,0.002821287
3.75,4,0.8,0.625515564,0.009925744
3.75,4,1,0.643405504,0.015836907
4,4,0,0.640125209,0.000350936
4,4,0.2,0.64000005,6.70E-07
4,4,0.4,0.63999526,1.09E-05
4,4,0.6,0.639997982,3.33E-06
4,4,0.8,0.639958568,0.0001047
4,4,1,0.640594355,0.001068815
4.25,4,0,0.616913936,0.000425073
4.25,4,0.2,0.626792416,0.002883648
4.25,4,0.4,0.648039088,0.006647699
4.25,4,0.6,0.660309381,0.002970661
4.25,4,0.8,0.652876601,0.00998347
4.25,4,1,0.635884215,0.014647091
4.5,4,0,0.595199531,0.000526224
4.5,4,0.2,0.613467489,0.005385315
4.5,4,0.4,0.654436667,0.01318635
4.5,4,0.6,0.679125401,0.006089843
4.5,4,0.8,0.664018757,0.019844642
4.5,4,1,0.631245668,0.028218604
4.75,4,0,0.574853512,0.000645294
4.75,4,0.2,0.60016517,0.007543141
4.75,4,0.6,0.696535077,0.009311434
4.75,4,0.8,0.674091666,0.029694771
4.75,4,1,0.625770741,0.04024815
5,4,0,0.55555556,6.99E-07
5,4,0.2,0.586985467,0.009398886
5,4,0.4,0.663024831,0.025733637
5,4,0.6,0.712702887,0.012786137
5,4,0.8,0.682873054,0.03945971
5,4,1,0.620739143,0.052365698
1,4.25,0,0.999999424,2.02E-06
1,4.25,0.2,0.504574536,0.072144689
1,4.25,0.4,0.257241174,0.038456481
1,4.25,0.6,0.209426623,0.009459745
1,4.25,0.8,0.28753421,0.095744256
1,4.25,1,0.570919608,0.284948767
1.25,4.25,0,0.987770466,6.73E-05
1.25,4.25,0.2,0.56296282,0.069564129
1.25,4.25,0.4,0.307579803,0.042403954
1.25,4.25,0.6,0.253971493,0.010754004
1.25,4.25,0.8,0.338557554,0.101693134
1.25,4.25,1,0.607721685,0.263243791
1.5,4.25,0,0.960262193,0.000140003
1.5,4.25,0.2,0.604334563,0.064101757
1.5,4.25,0.4,0.352905676,0.044478172
1.5,4.25,0.6,0.296036322,0.011671954
1.5,4.25,0.8,0.3830301,0.102900742
1.5,4.25,1,0.631109698,0.236472559
1.75,4.25,0,0.926168254,0.000268068
1.75,4.25,0.2,0.632486209,0.057162293
1.75,4.25,0.4,0.393591762,0.044892737
1.75,4.25,0.6,0.335737285,0.012175217
1.75,4.25,0.8,0.421732397,0.100423366
1.75,4.25,1,0.644970354,0.208564153
2,4.25,0,0.889955599,0.000470766
2,4.25,0.2,0.650447674,0.049678291
2,4.25,0.4,0.429997666,0.043846088
2,4.25,0.6,0.372809908,0.012313511
2,4.25,0.8,0.455525454,0.094962311
2,4.25,1,0.652738318,0.18075305
2.25,4.25,0,0.854026772,0.000772749
2.25,4.25,0.2,0.66063582,0.042178792
2.25,4.25,0.4,0.462478079,0.041630375
2.25,4.25,0.6,0.407609157,0.012105011
2.25,4.25,0.8,0.484773951,0.087614703
2.25,4.25,1,0.656065719,0.154086792
2.5,4.25,0,0.816326835,7.78E-07
2.5,4.25,0.2,0.664903818,0.035043556
2.5,4.25,0.4,0.491360961,0.038459246
2.5,4.25,0.6,0.440216517,0.011599082
2.5,4.25,0.8,0.51030971,0.078732429
2.5,4.25,1,0.656154781,0.128977902
2.75,4.25,0,0.782221032,1.97E-07
2.75,4.25,0.2,0.66472514,0.028420424
2.75,4.25,0.4,0.51694971,0.034461925
2.75,4.25,0.6,0.470488471,0.01059061
2.75,4.25,0.8,0.532553618,0.068671858
2.75,4.25,1,0.653918843,0.105733701
3,4.25,0,0.750002116,2.45E-05
3,4.25,0.2,0.661275686,0.022491643
3,4.25,0.4,0.539412929,0.029240276
3,4.25,0.6,0.49909738,0.009399931
3,4.25,0.8,0.551919256,0.057850193
3,4.25,1,0.649975629,0.084155599
3.25,4.25,0,0.719728752,7.08E-05
3.25,4.25,0.2,0.655167429,0.017044748
3.25,4.25,0.4,0.559304477,0.023952274
3.25,4.25,0.6,0.525878593,0.007957515
3.25,4.25,0.8,0.568776776,0.046535548
3.25,4.25,1,0.644769575,0.064230339
3.5,4.25,0,0.691387361,0.000133257
3.5,4.25,0.2,0.647232061,0.012166967
3.5,4.25,0.4,0.576760357,0.01828422
3.5,4.25,0.6,0.550937975,0.006266755
3.5,4.25,0.8,0.583445355,0.034958561
3.5,4.25,1,0.638655277,0.045518831
3.75,4.25,0,0.664949154,0.000291448
3.75,4.25,0.2,0.63800288,0.007912071
3.75,4.25,0.4,0.592014463,0.012343043
3.75,4.25,0.6,0.574383118,0.004368447
3.75,4.25,0.8,0.596143751,0.023252975
3.75,4.25,1,0.63178614,0.029418435
4,4.25,0,0.640125209,0.000350936
4,4.25,0.2,0.627605573,0.003416775
4,4.25,0.4,0.605289004,0.006226835
4,4.25,0.6,0.596291895,0.002293356
4,4.25,0.8,0.607161385,0.011567101
4,4.25,1,0.624505915,0.013962808
4.25,4.25,0,0.616913936,0.000425073
4.25,4.25,0.2,0.616779785,1.20E-06
4.25,4.25,0.4,0.616776182,1.01E-05
4.25,4.25,0.6,0.616762665,5.05E-05
4.25,4.25,0.8,0.616681597,0.000226481
4.25,4.25,1,0.61677551,1.37E-05
4.5,4.25,0,0.595199531,0.000526224
4.5,4.25,0.2,0.605548545,0.002994486
4.5,4.25,0.4,0.626656353,0.00625718
4.5,4.25,0.6,0.635879062,0.002358986
4.5,4.25,0.8,0.625056767,0.011434863
4.5,4.25,1,0.60886374,0.012814504
4.75,4.25,0,0.574853512,0.000645294
4.75,4.25,0.2,0.594103839,0.005627899
4.75,4.25,0.4,0.635084866,0.012499211
4.75,4.25,0.6,0.6537691,0.004963975
4.75,4.25,0.8,0.632096183,0.022519011
4.75,4.25,1,0.600793868,0.024534042
5,4.25,0,0.55555556,6.99E-07
5,4.25,0.2,0.582566581,0.007926508
5,4.25,0.4,0.642194565,0.01868403
5,4.25,0.6,0.670333872,0.007495854
5,4.25,0.8,0.638117482,0.033389936
3.5,4.5,0.8,0.568501082,0.051416046
3.5,4.5,1,0.635335805,0.052650431
3.75,4.5,0,0.664949154,0.000291448
3.75,4.5,0.2,0.619894708,0.012357083
3.75,4.5,0.4,0.552504057,0.016384126
3.75,4.5,0.6,0.535654769,0.008322403
3.75,4.5,0.8,0.576897953,0.03869128
3.75,4.5,1,0.625577754,0.037541725
4,4.5,0,0.640125209,0.000350936
4,4.5,0.2,0.612298532,0.007358659
4,4.5,0.4,0.568261388,0.011128883
4,4.5,0.6,0.556735921,0.005776766
4,4.5,0.8,0.584789261,0.024161244
4,4.5,1,0.615517001,0.023823264
4.25,4.5,0,0.616913936,0.000425073
4.25,4.5,0.2,0.604000671,0.003472386
4.25,4.5,0.4,0.582393497,0.005651097
4.25,4.5,0.6,0.576494859,0.003023531
4.25,4.5,0.8,0.590592674,0.011893828
4.25,4.5,1,0.605305707,0.011339574
4.5,4.5,0,0.595199531,0.000526224
4.5,4.5,0.2,0.595037235,2.88E-06
4.5,4.5,0.4,0.595036517,4.19E-06
4.5,4.5,0.6,0.595005799,8.61E-05
4.5,4.5,0.8,0.595257783,0.000373343
4.5,4.5,1,0.595038911,7.03E-05
4.75,4.5,0,0.574853512,0.000645294
4.75,4.5,0.2,0.585619714,0.003085452
4.75,4.5,0.4,0.606307623,0.005753968
4.75,4.5,0.6,0.612706666,0.003257306
4.75,4.5,0.8,0.598962073,0.012089422
4.75,4.5,1,0.58479781,0.010271588
5,4.5,0,0.55555556,6.99E-07
5,4.5,0.2,0.575904886,0.005834004
5,4.5,0.4,0.616327125,0.011563675
5,4.5,0.6,0.628554436,0.006334027
5,4.5,0.8,0.602054144,0.023717107
5,4.5,1,0.574633682,0.019625545
1,4.75,0,0.999999424,2.02E-06
1,4.75,0.2,0.397201188,0.067890807
1,4.75,0.4,0.193755082,0.026380527
1,4.75,0.6,0.179926657,0.020522793
1,4.75,0.8,0.35905898,0.204423613
1,4.75,1,0.59169421,0.255548781
1.25,4.75,0,0.987770466,6.73E-05
1.25,4.75,0.2,0.454338831,0.069255796
1.25,4.75,0.4,0.234930494,0.030209467
1.25,4.75,0.6,0.218985418,0.02353776
1.25,4.75,0.8,0.404869212,0.203394871
1.25,4.75,1,0.629776049,
1.5,4.75,0,0.960262193,0.000140003
1.5,4.75,0.2,0.498927394,0.067368769
1.5,4.75,0.4,0.273207657,0.032818177
1.5,4.75,0.6,0.255884193,0.025623238
1.5,4.75,0.8,0.441227486,0.195380546
1.5,4.75,1,0.652329667,0.21271094
1.75,4.75,0,0.926168254,0.000268068
1.75,4.75,0.2,0.533036161,0.063328542
1.75,4.75,0.4,0.30866949,0.034219877
1.75,4.75,0.6,0.290556167,0.027121822
1.75,4.75,0.8,0.470461198,0.182926927
1.75,4.75,1,0.6643569,0.188270348
2,4.75,0,0.8899556,0.000470766
2,4.75,0.2,0.558494936,0.057950079
2,4.75,0.4,0.341787195,0.034953897
2,4.75,0.6,0.32326238,0.027749567
2,4.75,0.8,0.493453459,0.168437654
2,4.75,1,0.669108759,0.16437837
2.25,4.75,0,0.854026772,0.000772749
2.25,4.75,0.2,0.576873278,0.051860187
2.25,4.75,0.4,0.372482946,0.034721687
2.25,4.75,0.6,0.353997155,0.027698266
2.25,4.75,0.8,0.512159599,0.152301277
2.25,4.75,1,0.668730246,
2.5,4.75,0,0.816326835,7.77E-07
2.5,4.75,0.2,0.58949781,0.04548154
2.5,4.75,0.4,0.400808996,0.033427073
2.5,4.75,0.6,0.382898702,0.026968629
2.5,4.75,0.8,0.527238311,0.135592417
2.5,4.75,1,0.664798859,0.120829185
2.75,4.75,0,0.782221032,1.97E-07
2.75,4.75,0.2,0.597476068,0.039094769
2.75,4.75,0.4,0.427063302,0.031600096
2.75,4.75,0.6,0.410052288,
2.75,4.75,0.8,0.539232596,0.118760537
2.75,4.75,1,0.658330579,0.101509839
3,4.75,0,0.750002116,2.45E-05
3,4.75,0.2,0.601888923,0.033251831
3,4.75,0.4,0.451303177,0.02913969
3,4.75,0.6,0.435549013,0.023799116
3,4.75,0.8,0.548846356,0.102056828
3,4.75,1,0.650169975,0.083982467
3.25,4.75,0,0.719728752,7.08E-05
3.25,4.75,0.2,0.603127251,0.027453937
3.25,4.75,0.4,0.473661221,0.026153516
3.25,4.75,0.6,0.45947524,0.021458533
3.25,4.75,0.8,0.556462931,0.085746675
3.25,4.75,1,0.640687196,0.068026729
3.5,4.75,0,0.691387361,0.000133257
3.5,4.75,0.2,0.601922036,0.021817708
3.5,4.75,0.4,0.49424688,0.022590539
3.5,4.75,0.6,0.481919095,0.018687252
3.5,4.75,0.8,0.562299081,0.069851761
3.5,4.75,1,0.630418743,0.053577271
3.75,4.75,0,0.664949154,0.000291448
3.75,4.75,0.2,0.598977091,0.017046617
3.75,4.75,0.4,0.513188143,0.018670534
3.75,4.75,0.6,0.502957843,0.015552301
3.75,4.75,0.8,0.566768536,0.054570799
3.75,4.75,1,0.619615307,0.040533706
4,4.75,0,0.640125209,0.000350936
4,4.75,0.2,0.594211,0.011661788
4,4.75,0.4,0.530602665,0.014392704
4,4.75,0.6,0.522669544,0.01207187
4,4.75,0.8,0.570168637,0.039980829
4,4.75,1,0.608484636,
4.25,4.75,0,0.616913936,0.000425073
4.25,4.75,0.2,0.588514932,0.007390067
4.25,4.75,0.4,0.546587852,0.009820486
4.25,4.75,0.6,0.541139508,0.008303653
4.25,4.75,0.8,0.573610159,0.024616334
4.25,4.75,1,0.597224399,0.018184623
4.5,4.75,0,0.595199531,0.000526224
4.5,4.75,0.2,0.581930584,0.003511195
4.5,4.75,0.4,0.561243496,0.005008572
4.5,4.75,0.6,0.558427254,0.004287877
4.5,4.75,0.8,0.57394449,0.012767282
4.5,4.75,1,0.585919582,0.008643699
4.75,4.75,0,0.574853512,0.000645294
4.75,4.75,0.2,0.574661545,7.97E-06
4.75,4.75,0.4,0.574657204,3.85E-05
4.75,4.75,0.6,0.574581828,0.000193105
4.75,4.75,0.8,0.574665252,1.27E-05
4.75,4.75,1,0.574671617,6.36E-05
5,4.75,0,0.55555556,6.99E-07
5,4.75,0.2,0.566899041,0.00315715
5,4.75,0.4,0.586925544,0.005152767
5,4.75,0.6,0.590322505,0.004820626
5,4.75,0.8,0.574768452,0.012059867
5,4.75,1,0.563537703,0.007755242
1,5,0,0.999999424,2.02E-06
1,5,0.2,0.350952711,0.063912425
1,5,0.4,0.170163064,0.021388405
1,5,0.6,0.173101817,0.030024391
1,5,0.8,0.422563722,0.27224064
1,5,1,0.56514414,0.2540863
1.25,5,0,0.987770466,6.73E-05
1.25,5,0.2,0.405801431,0.066783286
1.25,5,0.4,0.207288514,0.02435113
1.25,5,0.6,0.210487456,0.03441066
1.25,5,0.8,0.462045129,0.261513605
1.25,5,1,0.604598994,0.234995839
1.5,5,0,0.960262193,0.000140003
1.5,5,0.2,0.450168502,0.066509295
1.5,5,0.4,0.242235186,0.026990862
1.5,5,0.6,0.24563129,0.037602321
1.5,5,0.8,0.491156331,0.244648623
1.5,5,1,0.629065326,0.21179025
1.75,5,0,0.926168254,0.000268068
1.75,5,0.2,0.485506649,0.063979602
1.75,5,0.4,0.275146933,0.028752559
1.75,5,0.6,0.278628018,0.039661601
1.75,5,0.8,0.513110912,0.224545077
1.75,5,1,0.643154602,0.187591199
2,5,0,0.889955599,0.000470766
2,5,0.2,0.513165121,0.059913803
2,5,0.4,0.30613372,0.029744928
2,5,0.6,0.309544197,0.040711986
2,5,0.8,0.528921467,0.203680253
2,5,1,0.649925396,0.163967466
2.25,5,0,0.854026772,0.000772749
2.25,5,0.2,0.534351794,0.054853857
2.25,5,0.4,0.335277674,0.029866472
2.25,5,0.6,0.338505678,0.040776505
2.25,5,0.8,0.540879347,0.182302467
2.25,5,1,0.651634674,0.14174259
2.5,5,0,0.816326835,7.78E-07
2.5,5,0.2,0.550132562,0.04924633
2.5,5,0.4,0.36261353,0.029433725
2.5,5,0.6,0.365617165,0.039919597
2.5,5,0.8,0.549621515,0.161239857
2.5,5,1,0.649222463,0.12099401
2.75,5,0,0.782221032,1.97E-07
2.75,5,0.2,0.561416184,0.043400326
2.75,5,0.4,0.388236087,0.028418411
2.75,5,0.6,0.390961662,0.038247633
2.75,5,0.8,0.555843183,0.141032285
2.75,5,1,0.644265952,0.102395161
3,5,0,0.750002116,2.45E-05
3,5,0.2,0.56897397,0.037550603
3,5,0.4,0.412242654,0.026848179
3,5,0.6,0.414662054,0.035869498
3,5,0.8,0.560084636,0.121640611
3,5,1,0.637313757,0.085449191
3.25,5,0,0.719728752,7.08E-05
3.25,5,0.2,0.573643694,0.032227003
3.25,5,0.4,0.434721414,0.024776513
3.25,5,0.6,0.436801898,0.032853486
3.25,5,0.8,0.562666297,0.103214209
3.25,5,1,0.628950395,0.070160878
3.5,5,0,0.691387361,0.000133257
3.5,5,0.2,0.57564042,0.026804379
3.5,5,0.4,0.455734551,0.022201396
3.5,5,0.6,0.457477665,0.029292135
3.5,5,0.8,0.564063887,0.085556946
3.5,5,1,0.619580014,0.056456404
3.75,5,0,0.664949154,0.000291448
3.75,5,0.2,0.575613147,0.021738244
3.75,5,0.4,0.475374309,0.019269299
3.75,5,0.6,0.476772683,0.025275196
3.75,5,0.8,0.564351302,0.069082438
3.75,5,1,0.609534135,0.044163767
4,5,0,0.640125209,0.000350936
4,5,0.2,0.573612836,0.016115722
4,5,0.4,0.493707688,0.015964615
4,5,0.6,0.494779027,0.020814757
4,5,0.8,0.563770212,0.053491885
4,5,1,0.599023912,0.033228401
4.25,5,0,0.616913936,0.000425073
4.25,5,0.2,0.570519077,0.011574483
4.25,5,0.4,0.510832198,0.012344214
4.25,5,0.6,0.511573709,0.016016558
4.25,5,0.8,0.562500928,0.038864555
4.25,5,1,0.58826007,0.023530126
4.5,5,0,0.595199531,0.000526224
4.5,5,0.2,0.566342506,0.007372483
4.5,5,0.4,0.526799586,0.008454818
4.5,5,0.6,0.527228446,0.010916
4.5,5,0.8,0.560634279,0.025087912
4.5,5,1,0.577353585,0.014777445
4.75,5,0,0.574853512,0.000645294
4.75,5,0.2,0.561285458,0.003530176
4.75,5,0.4,0.541675386,0.004329289
4.75,5,0.6,0.542431871,0.005031355
4.75,5,0.8,0.558390435,0.012015505
4.75,5,1,0.566424922,0.007002942
5,5,0,0.55555556,6.99E-07
5,5,0.2,0.555553705,4.98E-06
5,5,0.4,0.555532763,5.89E-05
5,5,0.6,0.554504552,0.001814792
5,5,0.8,0.555557861,4.02E-05
5,5,1,0.555537299,0.000145542
